1.0.4,1.2.4,0.09044222539229672
1.0.2,1.5.2,0.03809800785226116
1.2.4,1.4.2,0.2757159221076747
1.3,2.0.2,0.09421384765798596
1.1.3,1.9.0,0.07424689494270226
1.8.0,2.0.2,0.5328595600676819
1.1.4,1.6.1,0.0869652675338608
2.0.3,3.1.0,0.594619897640744
1.6.2,2.0.0,0.2674817969501305
1.11.3,2.2.2,0.6284292163444843
1.1.3.1,1.6.4,0.0840747637768122
1.4.2,2.2.2,0.1298985623586076
1.11.2,1.4.0,0.15215646208859374
1.0.2,1.1,0.40466297322253003
1.0,3.4.1,0.04718582388485301
1.2.3,3.2.0,0.08068888534523999
1.7.2,1.8.0,0.6825205061359445
1.3.1,2.0.2,0.09465825259976891
2.1.2,3.4.1,0.5603070175438597
1.11.2,2.0.2,0.6674914350970689
1.0.3,1.2.4,0.056048069345941684
1.0.1,2.2.0,0.03593864134404675
1.3.0,1.4.1,0.41674759900722996
1.3.2,1.5,0.25639649311146895
1.3.2,3.1.0,0.09044700254148602
1.3.2,1.8.1,0.12330232940982797
1.1.4,2.2.3,0.06726175509177772
1.12.1,1.3.1,0.08006975223425125
1.6,3.4.1,0.18147625763986835
3.1.0,3.3.0,0.9004806641905178
1.0.3,1.8.3,0.03355098638510697
1.1.2,1.3,0.14185327461819544
1.2.4,1.9.1,0.09111839192420083
1.2.4,1.6.3,0.1414258878253869
1.12.1,1.2.3,0.06953898514851485
1.4.1,2.1.4,0.1363174751972502
1.1.1,1.11.2,0.06947312329314594
2.0.0,2.0.2,0.9687031082529475
1.8.0,2.1.1,0.4530948397889589
1.12.4,1.6.3,0.2657207917323524
1.2.2,1.3.2,0.4661082474226804
1.5.1,3.1.1,0.17699170253914778
2.2.0,2.2.2,0.9407137825780699
1.2.4,3.4.1,0.07823233094184094
1.1.3.1,1.1.4,0.8622746088542763
1.1.1,1.7.0,0.07826333309724484
1.12.0,1.4,0.1349689011748445
1.10.1,1.7,0.4118961005807646
1.11.2,3.2.1,0.5269069572506286
1.6.0,1.6.1,0.982982982982983
1.3.2,2.0.0,0.09934882083773319
1.1.1,2.2.0,0.06564699512723335
1.1.4,3.2.1,0.07380520266182698
1.1.3.1,1.8.2,0.06810109289617486
