1.0.1,1.11.0,0.005512994916589103
1.2.2,1.6.4,0.011072789980032674
1.0.3,1.11.0,0.0024675324675324677
1.1,1.1.3,0.593637684484209
1.3,1.6.4,0.022983667284054553
1.12.0,1.4.2,0.030533832029921795
2.0.0,3.2.0,0.34011537745797404
1.12.4,2.0.2,0.40613258998909224
1.7.1,3.1.0,0.07808878587983598
1.7,1.8.1,0.4275204708290686
1.11.3,1.4,0.02786693901371462
1.3,2.0.1,0.009594882729211088
1.4,2.2.2,0.02658152658152658
1.6,1.8.2,0.2698871094775532
1.3.0,3.4.1,0.01391405174287992
1.1.3,1.10.2,0.004837500851672685
1.10.2,1.4.2,0.03915083455118837
3.0.0,3.4.1,0.807291385363219
1.12.1,2.1.4,0.4775972712030988
1.5,1.7.1,0.3945443358173241
1.1.3,1.7.1,0.00667302192564347
1.2,2.1.1,0.0033516432361977468
1.12.3,1.2.6,0.0074323806604857864
1.6.1,2.0.0,0.08703142227122382
1.0.4,1.8.0,0.003935939196525516
1.11.0,1.2,0.005272108843537415
1.4.0,3.1.0,0.02666666666666667
1.0.1,1.1.2,0.11402223562871672
1.11.0,1.4.3,0.046202575225504375
1.12.0,3.3.0,0.3723709369024857
1.10.1,1.11.1,0.726893550142054
1.0,1.6.0,0.003482941502414312
1.8.3,2.1.3,0.27207299832926357
1.8.1,1.9.1,0.523036278110703
1.6.1,1.8.0,0.2811273868689511
1.1.3,1.7.0,0.007404891304347826
1.4.4,1.7.2,0.24567749403168632
1.6.1,2.0.2,0.08621757379756416
1.11.2,1.6.3,0.08628791114908159
1.11.0,1.6,0.08065706902916205
1.9.0,1.9.1,0.9458602846054334
1.2,1.6.3,0.006981790734974997
1.0.1,1.6.1,0.003465112616160025
1.11.0,1.5,0.061622314844501445
1.12.1,3.1.1,0.4540766999677731
1.4.0,1.5,0.4074042553191489
1.3,1.7.2,0.013685159387035975
1.1.3.1,1.11.0,0.004534423297994635
1.12.4,2.2.2,0.6077277521789819
1.6.0,2.2.2,0.05726265723762438
1.10.1,1.6.1,0.12886396243641582
1.5,2.2.4,0.047345017002354176
1.1,1.4.1,0.009162885864246953
1.12.0,2.1.4,0.47739623077812465
1.2.5,2.0.2,0.004927041879855979
1.6.4,2.2.4,0.06343792633015007
1.0.2,3.0.0,0.009785233193544287
1.12.2,1.4.0,0.027462645268400664
1.4.2,1.9.1,0.046941458510556026
1.11.1,2.2.1,0.45000289838270247
1.10.2,1.6.4,0.13758736733108984
2.0.3,2.1.4,0.7463846465738614
1.0.3,2.1.4,0.002642007926023778
1.0,1.2.2,0.0091164095371669
1.4.1,1.5.0,0.42604651162790697
1.11.3,2.2.2,0.4510359995369834
1.0.2,2.0.0,0.0020339968037193083
1.0.2,1.6.2,0.0005574912891986063
1.0.2,1.7.0,0.002254252339640686
2.0.2,2.1.0,0.7609610424867653
2.2.1,2.2.2,0.9408898802535807
1.9.1,3.0.0,0.25565665030527956
1.0.1,1.4.1,0.009414533686378346
1.0,1.1,0.13160667251975416
1.10.2,1.2.2,0.004642857142857143
1.1.1,1.11.2,0.0037967095184173716
1.11.2,1.5,0.060109289617486336
1.0.2,1.0.3,0.9440418378782219
1.1.3,1.6,0.006843575418994413
1.0.4,1.7.0,0.005192528154292265
1.1.3,1.6.4,0.0057951017592273195
1.10.0,2.0.3,0.6851614643025686
1.8.3,3.2.1,0.1543322898824641
1.2.6,1.5.2,0.016340490214706443
1.2.4,2.2.0,0.009864876067313271
1.4.3,1.5,0.6964086193136473
1.0.4,3.0.0,0.012430939226519336
1.11.2,3.4.0,0.2558342897742799
1.0.3,2.0.3,0.0027885814926249357
1.3.2,2.2.4,0.015542430836182779
1.1.3.1,2.0.2,0.005118223760092272
1.4.1,1.7.0,0.18394908413536168
1.8.0,2.2.4,0.19307417886578915
1.0,2.2.2,0.00693835816535203
1.10.1,3.3.0,0.23253096517878008
1.11.1,1.9.0,0.5806530066273484
1.9.1,3.4.0,0.19271255060728745
1.12.1,1.6.3,0.0695505159447327
1.1,1.8.0,0.003074942791762014
1.1.2,1.6.2,0.002642668380829941
1.6.0,2.0.3,0.08245286927698363
1.8.3,3.3.0,0.14160379013862082
2.0.3,2.1.2,0.7466369228689245
1.2.2,1.3,0.2825858903750328
1.2.5,1.9.1,0.004250420614539981
1.2.4,1.8.3,0.0033521524347212422
1.4.3,2.2.0,0.035308156675558054
2.2.2,3.1.0,0.7185502283105023
1.0.2,1.12.4,0.004485958335893812
1.11.1,2.2.0,0.44768419222074085
1.4,1.6.2,0.23059105431309904
1.6,3.1.0,0.05637567583986392
1.12.1,1.8.0,0.24486608434083415
1.0.3,1.12.0,0.005146648477708191
1.1.1,1.12.2,0.006469618165672967
1.6.2,2.1.0,0.06314963718376153
1.6.2,3.1.0,0.05515327057687666
1.9.0,2.0.2,0.6139528564635555
1.4.4,3.4.1,0.02665542512484597
1.1.4,1.5,0.007822410147991543
1.5.2,3.3.0,0.041395405969782584
2.2.1,3.0.0,0.7161821927214466
1.12.2,1.12.4,0.9526867006999632
1.12.1,1.3.2,0.012808519824422538
1.4.0,1.4.4,0.542267850536441
1.1.1,1.12.3,0.006472491909385114
2.2.0,2.2.4,0.923447789275635
3.2.0,3.4.0,0.8500829897735183
3.0.0,3.2.1,0.8900552486187845
3.1.0,3.4.1,0.8064342296707442
1.7.2,2.0.0,0.15079949153676322
1.11.0,2.1.0,0.6326271186440678
2.1.3,3.0.0,0.4724762417070109
1.1.3.1,1.6.1,0.006810758218083258
1.1.2,1.10.2,0.004000842282585807
1.5.1,3.4.1,0.03845453994055923
